Lp;Kod;Nazwa;Ilość;Wartość magazynowa;Wartość magazynowa 1;Ostatnia zakupu [netto];Ostatnia zakupu [netto] 1;Detal [netto] [PLN];Detal [netto] [PLN] 1;Detal [brutto] [PLN];Detal [brutto] [PLN] 1;% narzutu;Mag.;Chodliwość:Towar
260;04505;ZABAWKA MUZYCZNA    /254565/;0;0;PLN;9.8; PLN;13.24;PLN;16.29;PLN;35,10%;0;A
261;04097;Zabawka latająca świecąca 135301;0;0;PLN;1.04; PLN;1.54;PLN;1.89;PLN;48,08%;8;A
262;01998;Zabawka kreatywna 138685;6;58.86;PLN;9.81; PLN;13.78;PLN;16.95;PLN;40,47%;1B;D
263;04200;ZABAWKA FIGURKA;0;0;PLN;18; PLN;24.34;PLN;29.94;PLN;35,22%;1;A
264;00212;Zabawka do ściskania /display 12szt/ 407340;24;42.24;PLN;1.76; PLN;2.5;PLN;3.08;PLN;42,05%;0;D
265;01088;Zabawka do kąpieli /Q1971/119455/;0;0;PLN;5.87; PLN;8.22;PLN;10.11;PLN;40,03%;0;A
266;03666;Zabawka dla malucha /8szt display/ 988663;0;0;PLN;3.18; PLN;4.55;PLN;5.6;PLN;43,08%;0;A
267;03018;Zabawka dla malucha /12szt w display/ 403830;2;5.92;PLN;2.96; PLN;4.3;PLN;5.29;PLN;45,27%;0;D
268;05137;Zabawka dla malucha;0;0;PLN;2.45; PLN;3.54;PLN;4.35;PLN;44,49%;0;A
269;00849;Yoyo z buźką duże 301366;0;0;PLN;1.49; PLN;2.13;PLN;2.62;PLN;42,95%;0;A
270;15648;Wywrotka MAXI;4;96;PLN;24; PLN;31.2;PLN;38.38;PLN;30,00%;4;A
271;15653;Wywrotka duża II;5;80;PLN;16; PLN;20.8;PLN;25.58;PLN;30,00%;4;A
272;15672;Wywrotka duża;4;68;PLN;17; PLN;22.1;PLN;27.18;PLN;30,00%;4;A
273;34212;Wywrotka;0;0;PLN;10.5; PLN;13.5;PLN;16.61;PLN;28,57%;;A
274;14180;Wywrotka;1;65;PLN;65; PLN;81.25;PLN;99.94;PLN;25,00%;0;D
275;04333;WYRZUTNIA POCISKÓW                              115105;71;144.84;PLN;2.04; PLN;2.76;PLN;3.39;PLN;35,29%;9B;A
276;01030;WYRZUTNIA DYSK  /B6684/                         241264;27;131.76;PLN;4.88; PLN;5.62;PLN;6.91;PLN;15,16%;7C;A
277;00519;Wygibajtus 001518;1;27.5;PLN;27.5; PLN;35.75;PLN;43.97;PLN;30,00%;0;A
278;04493;WRÓŻKA   /979663/;0;0;PLN;6.99; PLN;9.45;PLN;11.62;PLN;35,19%;0;A
279;00655;WÓZEK WIDŁOWY 18CM. /746266/  KLOSZ       15496,462668;0;0;PLN;2.8; PLN;3.79;PLN;4.66;PLN;35,36%;0;A
280;03061;WÓZEK SKLEPOWY NA KARCIE /MPB44299/             442991;7;36.05;PLN;5.15; PLN;6.43;PLN;7.91;PLN;24,85%;7C;A
281;13044;Wózek marketowy ;7;126;PLN;18; PLN;21.6;PLN;26.57;PLN;20,00%;4;A
282;11795;Wózek Kaja lux;2;94;PLN;47; PLN;56.4;PLN;69.37;PLN;20,00%;0;A
283;11144;Wózek Kaja;0;0;PLN;41; PLN;49.2;PLN;60.52;PLN;20,00%;3;D
284;11848;Wózek Iga lux;2;132;PLN;66; PLN;79.2;PLN;97.42;PLN;20,00%;0;A
285;03135;WÓZEK DLA LALEK /06486X/8064865/;0;0;PLN;9.17; PLN;13.02;PLN;16.01;PLN;41,98%;0;A
286;75578;Wózek dla lalek 649756;0;0;PLN;5.2; PLN;7.31;PLN;8.99;PLN;40,58%;0;A
287;14351;Wózek Ania;2;90;PLN;45; PLN;54;PLN;66.42;PLN;20,00%;0;A
288;11602;Wózek Alicja;0;0;PLN;41; PLN;49.2;PLN;60.52;PLN;20,00%;0;A
289;10467;"Wózek ""Zuzia""";4;156;PLN;39; PLN;46.8;PLN;57.56;PLN;20,00%;0;D
290;13279;"Wózek ""Madzia""";2;62;PLN;31; PLN;40.3;PLN;49.57;PLN;30,00%;0;D
291;13888;"Wózek ""Daria""";5;195;PLN;39; PLN;46.8;PLN;57.56;PLN;20,00%;0;D
292;11146;"Wózek ""Daria Lux""";0;0;PLN;41; PLN;49.2;PLN;60.52;PLN;20,00%;0;A
293;04311;WÓZEK;0;0;PLN;20.07; PLN;27.13;PLN;33.37;PLN;35,18%;0;A
294;00482;Wojsko z planszą średnie 3WZ. 28485,407471,305418;0;0;PLN;4.19; PLN;5.98;PLN;7.35;PLN;42,72%;0;A
295;03702;Wojsko z planszą 305425;25;145.75;PLN;5.83; PLN;8.53;PLN;10.49;PLN;46,31%;8C;D
296;03288;Wojsko w worku + plansza 928485, 305418;12;50.28;PLN;4.19; PLN;5.98;PLN;7.35;PLN;42,72%;2A;D
297;03442;WOJOWNIK 794833;0;0;PLN;4.61; PLN;6.32;PLN;7.77;PLN;37,09%;0;A
298;03568;Wojownik /display 6szt/ 399564;5;32.5;PLN;6.5; PLN;9.23;PLN;11.35;PLN;42,00%;0;D
299;02163;Włoski zbiór 394517;0;0;PLN;11.94; PLN;16.12;PLN;19.83;PLN;35,01%;;A
300;02272;Wizażystka 942989;18;193.86;PLN;10.77; PLN;15.4;PLN;18.94;PLN;42,99%;8C;D
301;04580;Wizażystka 486323;20;295.2;PLN;14.76; PLN;20.96;PLN;25.78;PLN;42,01%;5C;A
302;15221;Winchester;0;0;PLN;11.5; PLN;14.95;PLN;18.39;PLN;30,00%;1C;A
303;01074;Wilk i Zając-Pogoń /324108/;0;0;PLN;8.5; PLN;11.73;PLN;14.43;PLN;38,00%;0;A
304;15296;Wiewiórka pchacz;0;0;PLN;5.61; PLN;6.84;PLN;8.41;PLN;21,93%;0;A
305;03017;Wiertarka na baterie w zestawie 557602;39;232.05;PLN;5.95; PLN;8.45;PLN;10.39;PLN;42,02%;7A;A
306;02835;WIERTARKA NA BATERIE /61424/              57189,961424;0;0;PLN;7.39; PLN;11.95;PLN;14.7;PLN;61,71%;5;A
307;14418;Wiertarka na baterie /571818/;0;0;PLN;9.28; PLN;12.05;PLN;14.82;PLN;29,85%;1B;A
308;74418;Wiertarka na baterie 571818, 961424;39;335.79;PLN;8.61; PLN;12.05;PLN;14.82;PLN;39,95%;7A;A
309;05130;Wiertarka na baterie 091744, 302851;0;0;PLN;8.29; PLN;11.78;PLN;14.49;PLN;42,10%;0;A
310;04302;WIDLAK;0;0;PLN;12.45; PLN;16.83;PLN;20.7;PLN;35,18%;0;A
311;04421;WIATRAK BROKATOWY                              807790;0;0;PLN;1.91; PLN;2.6;PLN;3.2;PLN;36,13%;0;A
312;05125;Wiatrak 25cm;104;140.4;PLN;1.35; PLN;1.86;PLN;2.29;PLN;37,78%;4;A
313;05120;Wiatrak 23cm wielokolorowy;0;0;PLN;1.2; PLN;1.66;PLN;2.04;PLN;38,33%;4;A
314;03275;Wiatrak 23cm holograficzny;76;102.6;PLN;1.35; PLN;1.86;PLN;2.29;PLN;37,78%;4;D
315;00808;Wiatrak 23cm brokatowy;90;121.5;PLN;1.35; PLN;1.86;PLN;2.29;PLN;37,78%;4;D
316;01533;Wiatrak 23cm /10szt w opakowaniu/;0;0;PLN;1.2; PLN;1.86;PLN;2.29;PLN;55,00%;4;D
317;03027;Wiatrak 23 cm;0;0;PLN;1.35; PLN;1.86;PLN;2.29;PLN;37,78%;4;D
318;05121;Wiatrak 20cm wielokolorowy;212;254.4;PLN;1.2; PLN;1.66;PLN;2.04;PLN;38,33%;4;A
319;11540;Wiatrak;0;0;PLN;2.04; PLN;2.72;PLN;3.35;PLN;33,33%;0;D
320;05126;Wiatrak;30;232.8;PLN;7.76; PLN;7.89;PLN;9.7;PLN;1,68%;4;A
321;00721;Wiatraczek podwójny (8 szt.)136957;0;0;PLN;19.68; PLN;28.42;PLN;34.96;PLN;44,41%;0;A
322;05278;Wiatraczek /12 szt displ/125043;1;2.01;PLN;2.01; PLN;2.91;PLN;3.58;PLN;44,78%;0;A
323;12670;Wiaderko Muszelka Solo;40;78.4;PLN;1.96; PLN;2.61;PLN;3.21;PLN;33,16%;4;D
324;05532;Węże miękkie /12szt w displayu/ 203211;54;184.98;PLN;3.43; PLN;4.87;PLN;5.99;PLN;41,98%;0;A
325;02012;WĘDKA+RYBKI - NEMO /ZR5823/                     013117;0;0;PLN;5.98; PLN;8.55;PLN;10.52;PLN;42,98%;8;A
326;03057;Wędka z rybkami 977667;30;114.9;PLN;3.83; PLN;5.44;PLN;6.69;PLN;42,04%;8C;D
327;1531;WĘDKA + 8ZW.MORSKICH,PODBIERAK /MPF65233/       652338;0;0;PLN;3.35; PLN;4.97;PLN;6.11;PLN;48,36%;0;D
328;00855;Wędka + 6 Rybek 3000766;0;0;PLN;6.5; PLN;9.23;PLN;11.35;PLN;42,00%;7;A
329;3069;WĘDKA + 4 RYBKI + PODBIERAK /G033159/           957812;0;0;PLN;4.19; PLN;6.19;PLN;7.61;PLN;47,73%;8;D
330;01545;Wesoły dzbanek z melodią i klockami /ED2056C/000584/;0;0;PLN;17.66; PLN;24.55;PLN;30.2;PLN;39,01%;0;A
331;03271;Wąż Gruby 80cm /display 12szt/ 205215;34;115.26;PLN;3.39; PLN;4.81;PLN;5.92;PLN;41,89%;0;D
332;02524;Wąż gruby 65cm /display 12sztuk/ 205222;24;48;PLN;2; PLN;2.84;PLN;3.49;PLN;42,00%;2C;D
333;04125;Warzywa/owoce do krojenie 143375;0;0;PLN;6.88; PLN;9.75;PLN;11.99;PLN;41,72%;0;D
334;04140;Warzywa/owoce do krojenia 143382;3;20.22;PLN;6.74; PLN;9.59;PLN;11.79;PLN;42,28%;5C;D
335;04160;Warzywa/ owoce do krojenia 143368;9;61.56;PLN;6.84; PLN;9.75;PLN;11.99;PLN;42,54%;5C;D
336;03974;Warsztat z narzędziami 139248;0;0;PLN;39.85; PLN;56.06;PLN;68.95;PLN;40,68%;0;D
337;03109;Warsztat z masą plastyczną /130627/;0;0;PLN;51.18; PLN;72.63;PLN;89.34;PLN;41,91%;0;A
338;01962;Warcaby & Młynek   802514;3;18.09;PLN;6.03; PLN;8.2;PLN;10.09;PLN;35,99%;0;A
339;00724;WAŃKA WSTAŃKA MIŚ ŚW/DZW      961585;0;0;PLN;4.43; PLN;6.28;PLN;7.73;PLN;41,76%;0;A
340;01356;WAŃKA WSTAŃKA 4WZ./ZR981-991/                   215832;0;0;PLN;5.12; PLN;7;PLN;8.61;PLN;36,72%;0;A
341;04321;WANNA 124121;0;0;PLN;11.55; PLN;15.61;PLN;19.2;PLN;35,15%;0;A
342;01365;WALKIE TALKIE ze światłem 003806;4;33.76;PLN;8.44; PLN;12.11;PLN;14.89;PLN;43,48%;0;A
343;01896;"WALKIE TALKIE ""POLICE"" /MPG56713/               567137";0;0;PLN;7.66; PLN;10.91;PLN;13.42;PLN;42,43%;8;A
344;05115;Walkie talkie   304688;0;0;PLN;10.53; PLN;14.22;PLN;17.49;PLN;35,04%;0;A
345;02017;WALKIE TALKIE-AUTA /HL361785/                   034445;0;0;PLN;8.98; PLN;12.57;PLN;15.46;PLN;39,98%;0;A
346;04283;Walec 960274, 0065114;9;115.56;PLN;12.84; PLN;18.2;PLN;22.39;PLN;41,74%;4;A
347;00100;WAGA SZALKOWA /CZ/                              000056;0;0;PLN;4.8; PLN;6.48;PLN;7.97;PLN;35,00%;0;A
348;02108;Waga 310061;3;22.92;PLN;7.64; PLN;10.85;PLN;13.35;PLN;42,02%;0;D
349;04164;Waga 137459;18;127.8;PLN;7.1; PLN;10.08;PLN;12.4;PLN;41,97%;2D;D
350;00103;WACHLARZYK 21CM.  X12  304251;0;0;PLN;1.62; PLN;2.19;PLN;2.69;PLN;35,19%;1G;A
351;01069;WACHLARZ 21 cm x 10  304237;0;0;PLN;1.04; PLN;1.99;PLN;2.45;PLN;91,35%;1G;A
352;01440;Wachlarz /12 szt. w op./ 807981;95;145.35;PLN;1.53; PLN;2.19;PLN;2.69;PLN;43,14%;1G;D
353;00522;WACHLARZ / 12 szt. w op./ ;727;1169.42;PLN;1.64; PLN;2.28;PLN;2.8;PLN;39,02%;1G;A
354;00969;WACHLARZ - KWIATY C. X12  /TG365102/            878612;0;0;PLN;1.36; PLN;1.95;PLN;2.4;PLN;43,38%;0;A
355;34194;WACHLARZ;0;0;PLN;1.8; PLN;2.7;PLN;3.32;PLN;50,00%;0;A
356;11811;W-60 Hulajnoga103663;5;99.5;PLN;19.9; PLN;26.53;PLN;32.63;PLN;33,32%;4;A
357;15092;W-51 Taczka stokrotka z łopatką i grabkami 103632;8;87.2;PLN;10.9; PLN;14.53;PLN;17.87;PLN;33,30%;4;A
358;70403;W-50 WÓZEK Z RĄCZKĄ ;2;23.8;PLN;11.9; PLN;15.44;PLN;18.99;PLN;29,75%;0;A
359;12482;W-48 Kuchnia Wielofunkcyjna 100cm;3;179.01;PLN;60.3; PLN;73.01;PLN;89.8;PLN;21,08%;0;A
360;15094;W-22 Super gra;8;39.6;PLN;4.95; PLN;6.6;PLN;8.12;PLN;33,33%;0;A
361;15096;W-21 Bajkowe zwierzęta;0;0;PLN;5.3; PLN;7.82;PLN;9.62;PLN;47,55%;4;A
362;15095;W-20 Puzzle edukacyjne;9;35.1;PLN;3.9; PLN;5.2;PLN;6.4;PLN;33,33%;4;A
363;15088;W-16 Piramida duze kulki 101102;12;53.4;PLN;4.45; PLN;5.93;PLN;7.29;PLN;33,26%;4;A
364;15093;W-15 Piramida puzzle;0;0;PLN;11.9; PLN;16.07;PLN;19.77;PLN;35,04%;4;A
365;15091;W-15 Piramida puzzle 100501;13;57.85;PLN;4.45; PLN;5.93;PLN;7.29;PLN;33,26%;4;A
366;15089;W-14 Piramidka kółka 102406;15;66.75;PLN;4.45; PLN;5.93;PLN;7.29;PLN;33,26%;4;A
367;15090;W-13 Piramida małe kulki 101003;2;8.9;PLN;4.45; PLN;5.93;PLN;7.29;PLN;33,26%;4;A
368;00981;Ułóż wyrazy Girls (Fan) /9804051/;2;21.6;PLN;10.8; PLN;14.58;PLN;17.93;PLN;35,00%;0;A
369;00569;Ułóż Wyrazy Ekologia   804082;3;32.4;PLN;10.8; PLN;14.58;PLN;17.93;PLN;35,00%;0;A
370;00326;Układanka wąż 963862;216;252.72;PLN;1.17; PLN;1.75;PLN;2.15;PLN;49,57%;8C;D
371;02887;Układanka rzepy 400 el. 991052;0;0;PLN;11.33; PLN;16.17;PLN;19.89;PLN;42,72%;0;D
372;04982;Układanka Rzepy + Pistolet (265 el.) 414010;14;206.36;PLN;14.74; PLN;20.93;PLN;25.74;PLN;41,99%;8A;A
373;25178;Układanka pianka;8;35.76;PLN;5.5; PLN;8.14;PLN;10.01;PLN;48,00%;8A;A
374;00991;Układanka patyki 100el. 414348;40;235.6;PLN;5.89; PLN;8.45;PLN;10.39;PLN;43,46%;8C;D
375;01586;Układanka Patyki 100el. 414324;40;282.8;PLN;7.07; PLN;10.07;PLN;12.39;PLN;42,43%;8C;D
376;00954;UKŁADANKA MOZAIKA W PUDEŁKU /MPA33275/          332759;0;0;PLN;8.13; PLN;11.31;PLN;13.91;PLN;39,11%;0;A
377;04462;UKłADANKA METALOWA                              463286;43;189.2;PLN;4.4; PLN;5.94;PLN;7.31;PLN;35,00%;9A;A
378;05017;Układanka klocki;0;0;PLN;3.81; PLN;5.14;PLN;6.32;PLN;34,91%;0;A
379;05016;Układanka klocki;0;0;PLN;3.81; PLN;5.14;PLN;6.32;PLN;34,91%;4;A
380;02674;Układanka gumki 810639;0;0;PLN;8.25; PLN;11.91;PLN;14.65;PLN;44,36%;9;A
381;01031;UKŁADANKA EDUKAC.WĄŻ W FOLII /DAJ/ 293661,009238;0;0;PLN;1.8; PLN;2.59;PLN;3.19;PLN;43,89%;0;A
382;05521;Układanka drewniana 994107;17;55.08;PLN;3.24; PLN;4.6;PLN;5.66;PLN;41,98%;1G;A
383;05520;Układanka drewniana 994091;14;45.36;PLN;3.24; PLN;4.6;PLN;5.66;PLN;41,98%;1G;A
384;00340;Układanka 961826;0;0;PLN;1.64; PLN;2.41;PLN;2.97;PLN;46,95%;0;A
385;05363;Układanka - pierwsze cyferki /803115/;0;0;PLN;5.67; PLN;7.71;PLN;9.48;PLN;35,98%;0;A
386;05362;Układanka - kim zostanę /803146/;0;0;PLN;5.67; PLN;7.71;PLN;9.48;PLN;35,98%;0;A
387;05361;Układanka - co lubią zwierzęta /803122/;0;0;PLN;5.67; PLN;7.71;PLN;9.48;PLN;35,98%;0;A
388;00573;UKŁADANKA-KOLOROWY SAD  (FAN)                   803108;0;0;PLN;5.67; PLN;7.71;PLN;9.48;PLN;35,98%;0;A
389;30319;UBRANKO DLA LALEK /KAR/                         150016;0;0;PLN;1.9; PLN;2.64;PLN;3.25;PLN;38,95%;0;A
390;05274;Ubranko dla lalek  /126873/;0;0;PLN;2.55; PLN;3.54;PLN;4.35;PLN;38,82%;0;A
391;04349;UBRANKO DLA BOBASA;3;24;PLN;8; PLN;10.81;PLN;13.3;PLN;35,13%;0;A
392;00203;Ubranka dla Janka - Piotruś 300488;5;8.25;PLN;1.65; PLN;2.19;PLN;2.69;PLN;32,73%;0;D
393;05541;Tukan powtarzający 137206;0;0;PLN;13.17; PLN;18.69;PLN;22.99;PLN;41,91%;0;A
394;02043;TRUCK Z PRZYCZEPĄ MNJ.+ZWIERZĘTA /91901/NC      991901;0;0;PLN;5.99; PLN;8.27;PLN;10.17;PLN;38,06%;0;A
395;01091;TRUCK Z PRZYCZEPĄ I ZWIERZĘTAMI /93127/NC       993127;0;0;PLN;5.99; PLN;8.27;PLN;10.17;PLN;38,06%;5;A
396;01609;TRUCK LAWETA + 4 AUTKA BUDOWL. /926072/         260729;0;0;PLN;7.81; PLN;10.78;PLN;13.26;PLN;38,03%;0;A
397;163;TRUCK 2PRZYCZEPY+6ZWIERZĄT /MPC18537/           185379;0;0;PLN;5.73; PLN;8.63;PLN;10.61;PLN;50,61%;0;D
398;444;TRÓKOŁOWIEC KOTEK-MUZYKA /ZRA14-1/              204843;0;0;PLN;78.04; PLN;97.52;PLN;119.95;PLN;24,96%;0;D
399;04437;TRąBKA Z FLAGą /008019/;0;0;PLN;1.8; PLN;2.42;PLN;2.98;PLN;34,44%;0;A
400;02303;TRĄBKA ROWEROWA (METALIZOWANA) /PG1605/   16131,871095;0;0;PLN;1.53; PLN;2.24;PLN;2.75;PLN;46,41%;5 R;A
401;01302;TRĄBKA ROWER.(PRZEZROCZ)962803, 800708;433;671.15;PLN;1.55; PLN;2.24;PLN;2.75;PLN;44,52%;7C;A
402;20216;Trąbka duża /10szt w opakowaniu/;0;0;PLN;2; PLN;2.59;PLN;3.19;PLN;29,50%;2D;A
403;04399;TRANSROBOT 209930;1;4.9;PLN;4.9; PLN;7.15;PLN;8.79;PLN;45,92%;0;A
404;04013;Transrobot - motor ze światłem 003950;0;0;PLN;7.36; PLN;9.94;PLN;12.23;PLN;35,05%;0;A
405;01660;TRANSFORMER AUTO WYŚCIGOWE 545906;15;103.35;PLN;6.89; PLN;9.74;PLN;11.98;PLN;41,36%;9E;A
406;03540;TRANSFORMER AUTO /MPB65229/G047336/   BC  45932,652291;0;0;PLN;6.58; PLN;9.54;PLN;11.73;PLN;44,98%;7;A
407;02960;TRANSFORMER AUTO 45920,094536;0;0;PLN;6.89; PLN;9.75;PLN;11.99;PLN;41,51%;0;A
408;00135;Tramwaj 960544;9;184.05;PLN;20.45; PLN;29.04;PLN;35.72;PLN;42,00%;2A;A
409;02591;TRAKTORKI METALOWE Z MASZYNAMI, DISPLAY, 12 szt. /001444/;0;0;PLN;5.88; PLN;8.53;PLN;10.49;PLN;45,07%;0;A
410;02741;TRAKTOREK Z URZĄDZENIEM-PRZÓD /210951/          109513;0;0;PLN;1.66; PLN;2.28;PLN;2.8;PLN;37,35%;0;A
411;00244;TRAKTOREK Z PRZYCZ. 6WZ./G040942/         12801,934912;0;0;PLN;1.11; PLN;1.79;PLN;2.2;PLN;61,26%;5;A
412;03751;TRAKTOREK PRZYCZEPA,ZWIERZ. MNJ./451038/        510386;102;156.06;PLN;1.53; PLN;2.27;PLN;2.79;PLN;48,37%;7A;A
413;3297;TRAKTOR+WYS.PRZYCZEPA ROZRZUTNIK /763868/ 65336,638681;0;0;PLN;12.43; PLN;16.85;PLN;20.72;PLN;35,56%;0;D
414;02698;TRAKTOR+PRZYCZEPA 53CM+ZWIERZ./FA0488-98/612456;51;608.94;PLN;11.94; PLN;16.99;PLN;20.9;PLN;42,29%;9K;A
415;03705;TRAKTOR+2MASZYNY BUDOWL.NA LAWECIE/433276/      332766;0;0;PLN;7.88; PLN;10.57;PLN;13;PLN;34,14%;0;A
416;01237;TRAKTOR610926;0;0;PLN;12.85; PLN;17.74;PLN;21.82;PLN;38,05%;0;A
417;02537;Traktor ze zwierzętami fashion klosz 404474;24;180;PLN;7.5; PLN;10.65;PLN;13.1;PLN;42,00%;8C;D
418;04299;Traktor z wozem paszowym 964333, 800760;15;197.85;PLN;13.19; PLN;18.69;PLN;22.99;PLN;41,70%;5C;A
419;00720;TRAKTOR Z WIDLAKIEM NA LAWECIE /433285/         332858;0;0;PLN;8.53; PLN;11.53;PLN;14.18;PLN;35,17%;0;A
420;05074;Traktor z siewnikiem nawozu /604614/;0;0;PLN;7.7; PLN;10.4;PLN;12.79;PLN;35,06%;0;A
421;05538;Traktor z siewnikiem 203518;9;62.73;PLN;6.97; PLN;10.48;PLN;12.89;PLN;50,36%;8B;A
422;03349;TRAKTOR z przyczepą+ zwierzęta 574108;34;212.16;PLN;6.24; PLN;8.8;PLN;10.82;PLN;41,03%;5A;A
423;04479;TRAKTOR z przyczepą + zwierzęta /4839661/;0;0;PLN;7.43; PLN;10.04;PLN;12.35;PLN;35,13%;0;A
424;04006;Traktor z przyczepą + zwierzęta /139883/;0;0;PLN;7.88; PLN;10.8;PLN;13.28;PLN;37,06%;5;A
425;03156;TRAKTOR z przyczepą + zwierzęta 155820;71;417.48;PLN;5.88; PLN;8.24;PLN;10.14;PLN;40,14%;5A;A
426;02452;Traktor z przyczepą + figurki 750481;48;199.2;PLN;4.15; PLN;6.38;PLN;7.85;PLN;53,73%;9E;A
427;05231;Traktor z przyczepą /MA9022C/;0;0;PLN;23.68; PLN;30.65;PLN;37.7;PLN;29,43%;0;A
428;03031;TRAKTOR z przyczepą /993684/93684/;0;0;PLN;11.99; PLN;16.43;PLN;20.21;PLN;37,03%;0;A
429;72330;Traktor z przyczepą /872245/;0;0;PLN;23.93; PLN;30.65;PLN;37.7;PLN;28,08%;0;C
430;05061;Traktor z przyczepą /771587/;0;0;PLN;11.13; PLN;15.03;PLN;18.49;PLN;35,04%;8;A
431;05302;Traktor z przyczepą 9001006, 969031, 876618;0;0;PLN;11.55; PLN;17.07;PLN;20.99;PLN;47,79%;0;A
432;04318;TRAKTOR Z PRZYCZEPą                             119110;0;0;PLN;29.38; PLN;39.72;PLN;48.85;PLN;35,19%;0;A
433;02315;TRAKTOR z prasą kostkującą 642732, 00777;2;27.2;PLN;13.6; PLN;19.37;PLN;23.83;PLN;42,43%;7C;A
434;03396;Traktor z pługiem na przyczepie 611824, 245422, ;23;267.95;PLN;11.65; PLN;17.07;PLN;20.99;PLN;46,52%;9D;A
435;00450;TRAKTOR Z PŁUGIEM MNJ./5560317/  NEW.           603174;0;0;PLN;8.2; PLN;11.07;PLN;13.62;PLN;35,00%;8;A
436;75232;Traktor z pługiem /MA9044B/;0;0;PLN;25; PLN;30.65;PLN;37.7;PLN;22,60%;0;A
437;04513;TRAKTOR z pługiem /842112/             ;0;0;PLN;9.75; PLN;13.16;PLN;16.19;PLN;34,97%;7;A
438;04431;TRAKTOR z pługiem /000075/;0;0;PLN;12.9; PLN;17.46;PLN;21.47;PLN;35,35%;0;A
439;05066;Traktor z pługiem 692299, 994087, 797754, 800500;19;219.26;PLN;11.54; PLN;16.25;PLN;19.99;PLN;40,81%;5B;A
440;00120;Traktor z pługiem 104973;29;121.51;PLN;4.19; PLN;6.09;PLN;7.49;PLN;45,35%;9F;A
441;05053;Traktor z pługiem;0;0;PLN;5.76; PLN;7.78;PLN;9.57;PLN;35,07%;0;A
442;04298;Traktor z opryskiwaczem 900412, 968355, 693371;0;0;PLN;12.8; PLN;18.09;PLN;22.25;PLN;41,33%;0;A
443;05375;Traktor z narzędziem  /992984/ ;0;0;PLN;8.07; PLN;11.3;PLN;13.9;PLN;40,02%;0;A
444;05182;Traktor z napędem  034865;0;0;PLN;10.17; PLN;14.74;PLN;18.13;PLN;44,94%;0;A
445;04344;TRAKTOR Z MODUłEM  115723;26;223.86;PLN;8.61; PLN;11.64;PLN;14.32;PLN;35,19%;9B;A
446;04315;TRAKTOR Z MODUłEM                              115846;0;0;PLN;8.43; PLN;11.4;PLN;14.02;PLN;35,23%;9B;A
447;04316;TRAKTOR Z MODUłEM                              115815;24;212.88;PLN;8.87; PLN;11.99;PLN;14.75;PLN;35,17%;9B;A
448;04314;TRAKTOR Z MODUłEM                              115808;0;0;PLN;8.43; PLN;11.4;PLN;14.02;PLN;35,23%;9B;A
449;04317;TRAKTOR Z MODUłEM                              115792;0;0;PLN;9.91; PLN;13.4;PLN;16.48;PLN;35,22%;9;A
450;04345;TRAKTOR Z MODUłEM                               115877;15;131.4;PLN;8.76; PLN;11.84;PLN;14.56;PLN;35,16%;9B;A
451;04346;TRAKTOR Z MODUłEM                               115839;31;272.18;PLN;8.78; PLN;11.87;PLN;14.6;PLN;35,19%;9B;A
452;03438;TRAKTOR z maszyną rolniczą /TG10131/872597/;0;0;PLN;11.66; PLN;16.32;PLN;20.07;PLN;39,97%;8;A
453;05301;Traktor z maszyną rolniczą /G030170/ 900382/;0;0;PLN;11.8; PLN;16.23;PLN;19.96;PLN;37,54%;0;A
454;05304;Traktor z maszyną rolniczą 977247;7;90.65;PLN;12.95; PLN;18.37;PLN;22.59;PLN;41,85%;8B;A
455;05303;Traktor z maszyną rolniczą 944928/012398/964456/872252;0;0;PLN;11.54; PLN;17.07;PLN;20.99;PLN;47,92%;0;A
456;03430;TRAKTOR z maszyną rolniczą 872108, 1088D-4;0;0;PLN;12.09; PLN;17.8;PLN;21.9;PLN;47,23%;0;A
457;01936;Traktor z maszyną rolniczą 24400, 530431, 903628, 870548;0;0;PLN;4.34; PLN;6.5;PLN;7.99;PLN;49,77%;7C;A
458;01506;Traktor z maszyną fashion klosz 404481;25;185.75;PLN;7.43; PLN;10.55;PLN;12.98;PLN;41,99%;8C;D
459;05639;Traktor z maszyną fashion klosz 404443;19;142.5;PLN;7.5; PLN;10.65;PLN;13.1;PLN;42,00%;8A;A
460;03392;TRAKTOR Z MASZYNĄ-PRZÓD 248287,724375;0;0;PLN;3.09; PLN;4.46;PLN;5.49;PLN;44,34%;0;A
461;3501;TRAKTOR Z MASZYNAMI 23CM.6WZ./TG207566/         240588;0;0;PLN;2.05; PLN;2.77;PLN;3.41;PLN;35,12%;0;D
462;04297;Traktor z łyżką /968065/G045126/;7;75.67;PLN;10.81; PLN;14.98;PLN;18.42;PLN;38,58%;9A;A
463;04489;TRAKTOR z łyżką /724375/                            ;0;0;PLN;3.12; PLN;4.21;PLN;5.18;PLN;34,94%;0;A
464;15656;Traktor z łyżką;1;19;PLN;19; PLN;24.7;PLN;30.38;PLN;30,00%;;A
465;05070;Traktor z kosiarką polową 012756, 964524, 693555;0;0;PLN;12.9; PLN;18.09;PLN;22.25;PLN;40,23%;0;A
466;03350;Traktor z kosiarką polową  834446, 249710, 694095;24;254.88;PLN;10.62; PLN;14.02;PLN;17.25;PLN;32,02%;9D;A
467;05640;Traktor z koparką i łyżką klosz 400070;21;117.81;PLN;5.61; PLN;7.97;PLN;9.8;PLN;42,07%;8A;A
